N GEN SG и н д у с т р и я	и н д у с т р и и	и н д у с т р и и
ADJ NOM FEM SG б л а г о т в о р и т е л ь н ы й	б л а г о т в о р и т е л ь н а я	б л а г о т в о р и т е л ь н а я
N ESS SG м и р я н и н	м и р я н и н е	м и р я н и н е
V FUT 2 SG к р ю ч и т ь	б у д е ш ь к р ю ч и т ь	б у д е ш ь к р ю ч и т ь
ADJ MASC SG LGSPEC1 ш т а т н ы й	ш т а т е н	ш т а т е н
V NFIN п о м о л ч а т ь	п о м о л ч а т ь	п о м о л ч а т ь
V PRS 3 PL к о м к а т ь	к о м к а ю т	к о м к а ю т
ADJ ESS MASC SG в о з в р а т н ы й	в о з в р а т н о м	в о з в р а т н о м
N NOM SG б р а т	б р а т	б р а т
ADJ NEUT SG LGSPEC1 д ы р я в ы й	д ы р я в о	д ы р я в о
N GEN PL о л и в к о в о е м а с л о	о л и в к о в ы х м а с е л	о л и в к о в ы х м а с е л е й
N INS SG с а л о т о п к а	с а л о т о п к о й	с а л о т о п к о й
N DAT SG х р е н	х р е н у	х р е н у
ADJ DAT MASC SG ч е м п и о н с к и й	ч е м п и о н с к о м у	ч е м п и о н с к о м у
V FUT 1 SG з а в ё р т ы в а т ь	б у д у з а в ё р т ы в а т ь	б у д у з а в ё р т ы в а т ь
ADJ INS FEM SG м р а м о р н ы й	м р а м о р н о й	м р а м о р н о й
V FUT 3 SG л а б и а л и з о в а т ь	б у д е т л а б и а л и з о в а т ь	б у д е т л а б и а л и з о в а т ь
V IMP 2 SG о т п е ч а т а т ь	о т п е ч а т а й	о т п е ч а т а й
N NOM PL м ы ш ь я к о в и с т ы й а н г и д р и д	м ы ш ь я к о в и с т ы е а н г и д р и д ы	м ы ш ь я к о в и с т ы е а н г и д а н г и
ADJ ESS FEM SG ж и з н е с п о с о б н ы й	ж и з н е с п о с о б н о й	ж и з н е с п о с о б н о й
N NOM PL ш т е к е р	ш т е к е р ы	ш т е к е р ы
V FUT 1 SG в в о д и т ь с я	б у д у в в о д и т ь с я	в в о д у с ь
ADJ NOM NEUT SG с е р о - б у р о - м а л и н о в ы й	с е р о - б у р о - м а л и н о в о е -	с е р о - б у р о - м а л и н о в о е
V.PTCP ACT PST ф о р м и р о в а т ь с я	ф о р м и р о в а в ш и й с я	ф о р м и р о в а в ш и й с я
N ACC SG в о ж ж а	в о ж ж у	в о ж ж у
ADJ ACC ANIM PL в е г е т а т и в н ы й	в е г е т а т и в н ы х	в е г е т а т и в н ы х
V FUT 3 PL у н о с и т ь с я	б у д у т у н о с и т ь с я	у н о с я т с я
V FUT 3 PL у л а ж и в а т ь	б у д у т у л а ж и в а т ь	б у д у т у л а ж и в а т ь
N INS SG ю н е ц	ю н ц о м	ю н е ц е м
ADJ NOM FEM SG б у т ы р с к и й	б у т ы р с к а я	б у т ы р с к а я
N NOM SG к а л а ч	к а л а ч	к а л а ч
ADJ INS MASC SG р у д н и ч н ы й	р у д н и ч н ы м	р у д н и ч н ы м
ADJ GEN MASC SG к а п р и з н ы й	к а п р и з н о г о	к а п р и з н о г о
N INS SG у н и т а з	у н и т а з о м	у н и т а з о м
N ACC SG с т р е л о л и с т	с т р е л о л и с т	с т р е л о л и с т а
ADJ NOM NEUT SG с р е д н е а з и а т с к и й	с р е д н е а з и а т с к о е	с р е д н е а з и а т с к о е
N INS PL з а в у ч	з а в у ч а м и	з а в у ч а м и
V.PTCP ESS NEUT SG р а з р о з н е н н ы й	р а з р о з н е н н о м	р а з р о з н е н н о м
V NFIN о т б и т ь	о т б и т ь	о т б и т ь
ADJ ACC ANIM PL к у р о р т н ы й	к у р о р т н ы х	к у р о р т н ы х
ADJ ACC NEUT SG м е ж в е д о м с т в е н н ы й	м е ж в е д о м с т в е н н о е	м е ж в е д о м с т в е н н о е
ADJ INS NEUT SG с е р в и с н ы й	с е р в и с н ы м	с е р в и с н ы м
N NOM PL л а н т а н	л а н т а н ы	л а н т а н ы
ADJ ESS FEM SG к р о в о о с т а н а в л и в а ю щ и й	к р о в о о с т а н а в л и в а ю щ е й	к р о в о о с т а н а в л и в а ю щ е й
V.PTCP ACT PST п р о с т у п а т ь	п р о с т у п а в ш и й	п р о с т у п а в ш и й
ADJ DAT MASC SG б у д д и й с к и й	б у д д и й с к о м у	б у д д и й с к о м у
ADJ NOM MASC SG в о р ч л и в ы й	в о р ч л и в ы й	в о р ч л и в ы й
ADJ ESS PL и з м у ч е н н ы й	и з м у ч е н н ы х	и з м у ч е н н ы х
ADJ GEN FEM SG н о в о р о ж д е н н ы й	н о в о р о ж д е н н о й	н о в о р о ж д е н н о й
V FUT 3 PL б р а т ь с я	б у д у т б р а т ь с я	б у д у т б р а т ь с я
ADJ NOM NEUT SG в ы ц в е т ш и й	в ы ц в е т ш е е	в ы ц в е т ш е е
ADJ ESS NEUT SG с п о р н ы й	с п о р н о м	с п о р н о м
N DAT SG п р о г р а м м н о е о б е с п е ч е н и е	п р о г р а м м н о м у о б е с п е ч е н и ю	п р о г р а м м н н о м у о б е с п н и м у
ADJ DAT NEUT SG у в е л и ч и т е л ь н ы й	у в е л и ч и т е л ь н о м у	у в е л и ч и т е л ь н о м у
N ACC SG м а н ё в р	м а н ё в р	м а н ё в р
V NFIN з а т а п т ы в а т ь	з а т а п т ы в а т ь	з а т а п т ы в а т ь
N NOM SG и н с т а н ц и я	и н с т а н ц и я	и н с т а н ц и я
ADJ NEUT SG LGSPEC1 р а з р у ш и т е л ь н ы й	р а з р у ш и т е л ь н о	р а з р у ш и т е л ь н о
N GEN PL з у б и л о	з у б и л	з у б и л
V FUT 3 PL ш е п т а т ь	б у д у т ш е п т а т ь	б у д у т ш е п т а т ь
V FUT 1 PL в ы л о в и т ь	в ы л о в и м	в ы л о в и м
N GEN PL с и н т а г м а	с и н т а г м	с и н т а г
N ESS SG б а р ы н я	б а р ы н е	б а р ы н е
V PST PL з а в я з а т ь с я	з а в я з а л и с ь	з а в я з а л и с ь
V NFIN н а к а з а т ь с я	н а к а з а т ь с я	н а к а з а т ь с я
V PRS 3 SG о б ы г р ы в а т ь	о б ы г р ы в а е т	о б ы г р ы в а е т
N NOM SG п л а с т и н к а	п л а с т и н к а	п л а с т и н к а
V PRS 3 SG н а т а л к и в а т ь	н а т а л к и в а е т	н а т а л к и в а е т
V NFIN с м о т а т ь с я	с м о т а т ь с я	с м о т а т ь с я
N INS SG о б щ и н а	о б щ и н о й	о б щ и н о й
V PRS 3 SG н а в ё р с т ы в а т ь	н а в ё р с т ы в а е т	н а в ё р с т ы в а е т
ADJ GEN PL и з я щ н ы й	и з я щ н ы х	и з я щ н ы х
V PRS 3 PL р а с п л а в л я т ь	р а с п л а в л я ю т	р а с п л а в л я ю т
V IMP 2 PL с в е р ш а т ь с я	с в е р ш а й т е с ь	с в е р ш а й т е с ь
N INS PL в о ж ж а	в о ж ж а м и	в о ж ж а м и
V PST PL з а о с т р и т ь	з а о с т р и л и	з а о с т р и л и
N INS PL п е р е в о р о т	п е р е в о р о т а м и	п е р е в о р о т а м и
N GEN SG п р я м о й у г о л	п р я м о г о у г л а	п р я м о й у г л а
ADJ NOM FEM SG к л и м а т и ч е с к и й	к л и м а т и ч е с к а я	к л и м а т и ч е с к а я
V PST SG MASC и с п о л ь з о в ы в а т ь	и с п о л ь з о в ы в а л	и с п о л ь з о в ы в а л
V PRS 1 SG д о к у р и в а т ь	д о к у р и в а ю	д о к у р и в а ю
N ESS PL п л а с т и н к а	п л а с т и н к а х	п л а с т и н к а х
N NOM PL т о т е м	т о т е м ы	т о т е м ы
ADJ NOM FEM SG к о л о н н ы й	к о л о н н а я	к о л о н н а я
N NOM PL к л е п т о м а н к а	к л е п т о м а н к и	к л е п т о м а н к и
ADJ ACC FEM SG г р у д а с т ы й	г р у д а с т у ю	г р у д а с т у ю
N INS PL н и г и л и з м	н и г и л и з м а м и	н и г и л и з м а м и
ADJ ACC FEM SG д е ф и ц и т н ы й	д е ф и ц и т н у ю	д е ф и ц и т н у ю
V FUT 2 SG в ы с к о ч и т ь	в ы с к о ч и ш ь	в ы с к о ч и ш ь
N ESS PL р а з д р а ж и т е л ь	р а з д р а ж и т е л я х	р а з д р а ж и т е л я х
N GEN SG а б с ц и с с а	а б с ц и с с ы	а б с ц и с с ы
V FUT 3 SG р а с к и д ы в а т ь с я	б у д е т р а с к и д ы в а т ь с я	б у д е т р а с к и д ы в а т ь с я
N NOM SG б е л и л ь н я	б е л и л ь н я	б е л и л ь н я
N DAT SG к у п о л	к у п о л у	к у п о л у
N DAT PL р а с т в о р и м ы й к о ф е	р а с т в о р и м ы м к о ф е	р а с т в о р и м ы м к о ф е м
V FUT 2 SG з а л о м и т ь	з а л о м и ш ь	з а л о м и ш ь
ADJ DAT FEM SG р а с п р о с т р а н ё н н ы й	р а с п р о с т р а н ё н н о й	р а с п р о с т р а н ё н н о й
V FUT 2 PL л е ч и т ь	б у д е т е л е ч и т ь	б у д е т е л е ч и т ь
N DAT SG с о л о в е й	с о л о в ь ю	с о л о в ь ю
N ACC SG о х л о п ь е	о х л о п ь е	о х л о п ь е
N ACC PL н е у в я з к а	н е у в я з к и	н е у в я з к и
V.PTCP ACT PST з а в е р н у т ь	з а в е р н у в ш и й	з а в е р н у в ш и й
V FUT 1 SG н а д а в л и в а т ь	б у д у н а д а в л и в а т ь	б у д у н а д а в л и в а т ь
N DAT PL ш т о р м	ш т о р м а м	ш т о р м а м
ADJ INS PL н е в а ж н ы й	н е в а ж н ы м и	н е в а ж н ы м и
V FUT 1 PL п о в и с а т ь	б у д е м п о в и с а т ь	п о в и ш и м
V.CVB PST с п о т к н у т ь с я	с п о т к н у в ш и с ь	с п о т к н у в ш и с ь
V PST PL и з в л е к а т ь	и з в л е к а л и	и з в л е к а л и
N INS PL л о с ь	л о с я м и	л о с я м и
V PST SG NEUT н а с л е д о в а т ь	н а с л е д о в а л о	н а с л е д о в а л о
N GEN PL с о х а	с о х	с о х
ADJ GEN MASC SG б ы в а л ы й	б ы в а л о г о	б ы в а л о г о
N ESS SG т у р к м е н к а	т у р к м е н к е	т у р к м е н к е
ADJ DAT FEM SG р а в н о д у ш н ы й	р а в н о д у ш н о й	р а в н о д у ш н о й
V FUT 1 SG п о д р а б о т а т ь	п о д р а б о т а ю	п о д р а б о т а ю
N NOM SG к а б а р г а	к а б а р г а	к а б а р г а
V FUT 3 SG р о в н я т ь	р о в н я е т	б у д е т р о в н я т ь
V.PTCP ACT PST р а с ш и ф р о в ы в а т ь	р а с ш и ф р о в ы в а в ш и й	р а с ш и ф р о в ы в а в ш и й
V.PTCP ACT PST з а к а ч а т ь	з а к а ч а в ш и й	з а к а ч а в ш и й
ADJ GEN FEM SG к е с а р е в	к е с а р е в о й	к е с а р е в о й
N ESS PL т е н д е р	т е н д е р а х	т е н д е р а х
V PST PL о т с т р е л я т ь	о т с т р е л я л и	о т с т р е л я л и
N NOM PL д о з н а н и е	д о з н а н и я	д о з н а н и я
V FUT 3 PL и с т л е в а т ь	б у д у т и с т л е в а т ь	б у д у т и с т л е в а т ь
V.PTCP ACT PST р а с с л е д о в а т ь	р а с с л е д о в а в ш и й	р а с с л е д о в а в ш и й
ADJ ANIM ACC MASC SG б е с с м е р т н ы й	б е с с м е р т н о г о	б е с с м е р т н о г о
V PST PL с д о х н у т ь	с д о х л и	с д о х н у л и
ADJ DAT FEM SG к а р л и к о в ы й	к а р л и к о в о й	к а р л и к о в о й
ADJ GEN NEUT SG п о д в е р ж е н н ы й	п о д в е р ж е н н о г о	п о д в е р ж е н н о г о
N INS SG п л е т е н и е	п л е т е н и е м	п л е т е н и е м
ADJ NEUT SG LGSPEC1 м о л н и е н о с н ы й	м о л н и е н о с н о	м о л н и е н о с н о
